order_item_id,order_id,product_id,quantity,unit_price,discount_amount,_loaded_at
ITEM-0000089,ORD-001148,PROD-0007,3,231.01,24.26,2026-04-24T19:23:36.419848
ITEM-0000090,ORD-001425,PROD-0010,2,169.89,0,2026-04-24T19:23:36.419853
ITEM-0000091,ORD-001458,PROD-0003,2,22.33,0,2026-04-24T19:23:36.419858
ITEM-0000092,ORD-000697,PROD-0020,4,44.26,0.97,2026-04-24T19:23:36.419863
ITEM-0000093,ORD-001887,PROD-0018,3,99.3,0,2026-04-24T19:23:36.419872
ITEM-0000094,ORD-001795,PROD-0013,1,204.94,22.63,2026-04-24T19:23:36.419878
ITEM-0000095,ORD-000461,PROD-0010,1,169.89,0,2026-04-24T19:23:36.419883
ITEM-0000096,ORD-000318,PROD-0015,1,168.32,0,2026-04-24T19:23:36.419887
ITEM-0000097,ORD-000460,PROD-0022,3,136.57,0,2026-04-24T19:23:36.419892
ITEM-0000098,ORD-000463,PROD-0023,2,247.1,0,2026-04-24T19:23:36.419897
ITEM-0000099,ORD-000608,PROD-0015,2,168.32,0,2026-04-24T19:23:36.419901
ITEM-0000100,ORD-000899,PROD-0008,1,218.02,15.8,2026-04-24T19:23:36.419907
ITEM-0000101,ORD-001737,PROD-0014,2,118.27,0,2026-04-24T19:23:36.419912
ITEM-0000102,ORD-001820,PROD-0017,4,209.74,0,2026-04-24T19:23:36.419919
ITEM-0000103,ORD-000746,PROD-0013,3,204.94,0,2026-04-24T19:23:36.419924
ITEM-0000104,ORD-001844,PROD-0009,4,148.27,0,2026-04-24T19:23:36.419929
ITEM-0000105,ORD-000158,PROD-0008,3,218.02,0,2026-04-24T19:23:36.419934
ITEM-0000106,ORD-001695,PROD-0023,2,247.1,0,2026-04-24T19:23:36.419941
ITEM-0000107,ORD-001186,PROD-0023,2,247.1,0,2026-04-24T19:23:36.419946
ITEM-0000108,ORD-001040,PROD-0005,1,212.75,25.03,2026-04-24T19:23:36.419952
ITEM-0000109,ORD-000215,PROD-0023,4,247.1,0,2026-04-24T19:23:36.419956
ITEM-0000110,ORD-001470,PROD-0020,2,44.26,0,2026-04-24T19:23:36.419962
ITEM-0000111,ORD-001177,PROD-0023,2,247.1,0,2026-04-24T19:23:36.419966
ITEM-0000112,ORD-001019,PROD-0002,4,191.67,0,2026-04-24T19:23:36.419971
ITEM-0000113,ORD-000351,PROD-0019,4,22.94,0,2026-04-24T19:23:36.419976
ITEM-0000114,ORD-000118,PROD-0001,4,110.4,0,2026-04-24T19:23:36.419980
ITEM-0000115,ORD-001397,PROD-0012,4,127.67,2.83,2026-04-24T19:23:36.419986
ITEM-0000116,ORD-000517,PROD-0012,1,127.67,5.29,2026-04-24T19:23:36.419992
ITEM-0000117,ORD-001006,PROD-0024,1,227.6,0,2026-04-24T19:23:36.419996
ITEM-0000118,ORD-000926,PROD-0014,2,118.27,3.82,2026-04-24T19:23:36.420003
ITEM-0000119,ORD-001168,PROD-0010,3,169.89,0,2026-04-24T19:23:36.420010
ITEM-0000120,ORD-001106,PROD-0017,4,209.74,0,2026-04-24T19:23:36.420015
ITEM-0000121,ORD-000109,PROD-0022,3,136.57,19.89,2026-04-24T19:23:36.420021
ITEM-0000122,ORD-001587,PROD-0023,3,247.1,0,2026-04-24T19:23:36.420026
ITEM-0000123,ORD-001496,PROD-0003,1,22.33,0,2026-04-24T19:23:36.420031
ITEM-0000124,ORD-001232,PROD-0006,2,60.51,0,2026-04-24T19:23:36.420036
ITEM-0000125,ORD-001903,PROD-0025,2,95.46,0.42,2026-04-24T19:23:36.420041
ITEM-0000126,ORD-000193,PROD-0016,1,263.57,0,2026-04-24T19:23:36.420046
ITEM-0000127,ORD-000972,PROD-0013,4,204.94,11.72,2026-04-24T19:23:36.420052
ITEM-0000128,ORD-000638,PROD-0005,3,212.75,0,2026-04-24T19:23:36.420057
ITEM-0000129,ORD-001801,PROD-0012,2,127.67,0,2026-04-24T19:23:36.420061
ITEM-0000130,ORD-000534,PROD-0009,4,148.27,0,2026-04-24T19:23:36.420066
ITEM-0000131,ORD-001326,PROD-0013,2,204.94,0,2026-04-24T19:23:36.420071
ITEM-0000132,ORD-001540,PROD-0021,1,114.51,0,2026-04-24T19:23:36.420078
ITEM-0000133,ORD-001242,PROD-0004,3,225.69,0,2026-04-24T19:23:36.420085
ITEM-0000134,ORD-000196,PROD-0002,1,191.67,0,2026-04-24T19:23:36.420091
ITEM-0000135,ORD-000010,PROD-0006,1,60.51,4.8,2026-04-24T19:23:36.420096
ITEM-0000136,ORD-001639,PROD-0011,4,12.34,0,2026-04-24T19:23:36.420101
ITEM-0000137,ORD-000387,PROD-0019,3,22.94,3.29,2026-04-24T19:23:36.420107
ITEM-0000138,ORD-000448,PROD-0021,4,114.51,0,2026-04-24T19:23:36.420112
ITEM-0000139,ORD-001229,PROD-0012,1,127.67,17.48,2026-04-24T19:23:36.420117
ITEM-0000140,ORD-001802,PROD-0012,2,127.67,13.53,2026-04-24T19:23:36.420123
ITEM-0000141,ORD-001668,PROD-0025,2,95.46,0,2026-04-24T19:23:36.420127
ITEM-0000142,ORD-001916,PROD-0015,1,168.32,0,2026-04-24T19:23:36.420132
ITEM-0000143,ORD-000597,PROD-0018,1,99.3,4.64,2026-04-24T19:23:36.420142
ITEM-0000144,ORD-001209,PROD-0004,3,225.69,0,2026-04-24T19:23:36.420147
ITEM-0000145,ORD-001236,PROD-0017,2,209.74,15.66,2026-04-24T19:23:36.420154
ITEM-0000146,ORD-001123,PROD-0005,3,212.75,29.63,2026-04-24T19:23:36.420160
ITEM-0000147,ORD-000135,PROD-0013,4,204.94,20.56,2026-04-24T19:23:36.420166
ITEM-0000148,ORD-000491,PROD-0011,2,12.34,0,2026-04-24T19:23:36.420171
ITEM-0000149,ORD-000086,PROD-0016,2,263.57,0,2026-04-24T19:23:36.420175
ITEM-0000150,ORD-001661,PROD-0012,1,127.67,17.64,2026-04-24T19:23:36.420181
ITEM-0000151,ORD-001342,PROD-0022,1,136.57,1.86,2026-04-24T19:23:36.420187
ITEM-0000152,ORD-001318,PROD-0011,4,12.34,0,2026-04-24T19:23:36.420192
ITEM-0000153,ORD-000918,PROD-0007,3,231.01,0,2026-04-24T19:23:36.420197
ITEM-0000154,ORD-001283,PROD-0025,2,95.46,0,2026-04-24T19:23:36.420202
ITEM-0000155,ORD-000169,PROD-0014,4,118.27,0,2026-04-24T19:23:36.420206
ITEM-0000156,ORD-000659,PROD-0016,1,263.57,0,2026-04-24T19:23:36.420211
ITEM-0000157,ORD-000627,PROD-0018,4,99.3,0,2026-04-24T19:23:36.420215
ITEM-0000158,ORD-001432,PROD-0016,3,263.57,0,2026-04-24T19:23:36.420222
ITEM-0000159,ORD-000183,PROD-0002,1,191.67,0,2026-04-24T19:23:36.420227
ITEM-0000160,ORD-001514,PROD-0010,2,169.89,0,2026-04-24T19:23:36.420232
ITEM-0000161,ORD-000621,PROD-0002,1,191.67,0,2026-04-24T19:23:36.420237
ITEM-0000162,ORD-001102,PROD-0013,2,204.94,0,2026-04-24T19:23:36.420241
ITEM-0000163,ORD-001074,PROD-0002,4,191.67,0,2026-04-24T19:23:36.420246
ITEM-0000164,ORD-000092,PROD-0006,3,60.51,0,2026-04-24T19:23:36.420251
ITEM-0000165,ORD-000381,PROD-0007,1,231.01,0,2026-04-24T19:23:36.420257
ITEM-0000166,ORD-000417,PROD-0008,3,218.02,0,2026-04-24T19:23:36.420262
ITEM-0000167,ORD-001256,PROD-0016,2,263.57,0,2026-04-24T19:23:36.420267
ITEM-0000168,ORD-001412,PROD-0001,1,110.4,3.41,2026-04-24T19:23:36.420272
ITEM-0000169,ORD-000493,PROD-0004,3,225.69,0,2026-04-24T19:23:36.420277
ITEM-0000170,ORD-001693,PROD-0022,3,136.57,20.22,2026-04-24T19:23:36.420283
ITEM-0000171,ORD-000320,PROD-0008,3,218.02,13.15,2026-04-24T19:23:36.420291
ITEM-0000172,ORD-000529,PROD-0005,2,212.75,0,2026-04-24T19:23:36.420296
ITEM-0000173,ORD-001800,PROD-0014,3,118.27,0,2026-04-24T19:23:36.420301
ITEM-0000174,ORD-000021,PROD-0021,3,114.51,0,2026-04-24T19:23:36.420306
ITEM-0000175,ORD-001726,PROD-0014,4,118.27,0,2026-04-24T19:23:36.420311
ITEM-0000176,ORD-000022,PROD-0007,4,231.01,0,2026-04-24T19:23:36.420316
ITEM-0000177,ORD-001572,PROD-0021,4,114.51,0,2026-04-24T19:23:36.420321
ITEM-0000178,ORD-000457,PROD-0015,2,168.32,0,2026-04-24T19:23:36.420325
ITEM-0000179,ORD-001848,PROD-0003,1,22.33,0,2026-04-24T19:23:36.420330
ITEM-0000180,ORD-000671,PROD-0016,1,263.57,0,2026-04-24T19:23:36.420334
ITEM-0000181,ORD-001424,PROD-0006,3,60.51,6.49,2026-04-24T19:23:36.420340
ITEM-0000182,ORD-000584,PROD-0013,3,204.94,0,2026-04-24T19:23:36.420345
ITEM-0000183,ORD-000245,PROD-0019,3,22.94,0,2026-04-24T19:23:36.420349
ITEM-0000184,ORD-001020,PROD-0013,2,204.94,17.05,2026-04-24T19:23:36.420359
ITEM-0000185,ORD-000074,PROD-0007,2,231.01,0,2026-04-24T19:23:36.420364
ITEM-0000186,ORD-000469,PROD-0016,4,263.57,0,2026-04-24T19:23:36.420368
ITEM-0000187,ORD-001562,PROD-0002,4,191.67,0,2026-04-24T19:23:36.420373
ITEM-0000188,ORD-001261,PROD-0023,1,247.1,0,2026-04-24T19:23:36.420378
ITEM-0000189,ORD-000906,PROD-0012,4,127.67,0,2026-04-24T19:23:36.420383
ITEM-0000190,ORD-001032,PROD-0020,1,44.26,0,2026-04-24T19:23:36.420387
ITEM-0000191,ORD-001485,PROD-0025,2,95.46,0,2026-04-24T19:23:36.420392
ITEM-0000192,ORD-001943,PROD-0011,1,12.34,0,2026-04-24T19:23:36.420397
ITEM-0000193,ORD-000360,PROD-0005,3,212.75,8.0,2026-04-24T19:23:36.420405
ITEM-0000194,ORD-001320,PROD-0012,4,127.67,0,2026-04-24T19:23:36.420410
ITEM-0000195,ORD-001940,PROD-0002,4,191.67,0,2026-04-24T19:23:36.420414
ITEM-0000196,ORD-001285,PROD-0010,1,169.89,0,2026-04-24T19:23:36.420421
ITEM-0000197,ORD-000899,PROD-0007,3,231.01,0,2026-04-24T19:23:36.420428
ITEM-0000198,ORD-000504,PROD-0001,4,110.4,0,2026-04-24T19:23:36.420433
ITEM-0000199,ORD-000294,PROD-0020,3,44.26,0,2026-04-24T19:23:36.420438
ITEM-0000200,ORD-001403,PROD-0018,3,99.3,0,2026-04-24T19:23:36.420442
ITEM-0000201,ORD-000036,PROD-0003,4,22.33,0,2026-04-24T19:23:36.420447
ITEM-0000202,ORD-000659,PROD-0020,2,44.26,0,2026-04-24T19:23:36.420451
ITEM-0000203,ORD-000213,PROD-0012,1,127.67,0,2026-04-24T19:23:36.420456
ITEM-0000204,ORD-000008,PROD-0022,2,136.57,0,2026-04-24T19:23:36.420460
ITEM-0000205,ORD-000246,PROD-0019,1,22.94,2.65,2026-04-24T19:23:36.420466
ITEM-0000206,ORD-000152,PROD-0008,1,218.02,0,2026-04-24T19:23:36.420470
ITEM-0000207,ORD-000579,PROD-0001,4,110.4,10.68,2026-04-24T19:23:36.420476
ITEM-0000208,ORD-001533,PROD-0022,4,136.57,0,2026-04-24T19:23:36.420481
ITEM-0000209,ORD-000707,PROD-0008,4,218.02,0,2026-04-24T19:23:36.420486
ITEM-0000210,ORD-001841,PROD-0021,4,114.51,0,2026-04-24T19:23:36.420494
ITEM-0000211,ORD-000738,PROD-0005,4,212.75,0,2026-04-24T19:23:36.420498
ITEM-0000212,ORD-001498,PROD-0008,2,218.02,0,2026-04-24T19:23:36.420503
ITEM-0000213,ORD-000754,PROD-0006,4,60.51,8.0,2026-04-24T19:23:36.420509
ITEM-0000214,ORD-000615,PROD-0024,1,227.6,0,2026-04-24T19:23:36.420514
ITEM-0000215,ORD-001456,PROD-0005,1,212.75,0,2026-04-24T19:23:36.420518
ITEM-0000216,ORD-001284,PROD-0018,2,99.3,1.86,2026-04-24T19:23:36.420524
ITEM-0000217,ORD-000856,PROD-0012,2,127.67,8.07,2026-04-24T19:23:36.420529
ITEM-0000218,ORD-000796,PROD-0015,4,168.32,0,2026-04-24T19:23:36.420534
ITEM-0000219,ORD-001363,PROD-0015,3,168.32,0,2026-04-24T19:23:36.420539
ITEM-0000220,ORD-000422,PROD-0013,2,204.94,0,2026-04-24T19:23:36.420543
ITEM-0000221,ORD-001165,PROD-0008,2,218.02,0,2026-04-24T19:23:36.420548
ITEM-0000222,ORD-001565,PROD-0007,3,231.01,19.0,2026-04-24T19:23:36.420554
ITEM-0000223,ORD-000438,PROD-0014,3,118.27,0,2026-04-24T19:23:36.420561
ITEM-0000224,ORD-001112,PROD-0013,2,204.94,0,2026-04-24T19:23:36.420566
ITEM-0000225,ORD-001706,PROD-0021,4,114.51,0,2026-04-24T19:23:36.420570
ITEM-0000226,ORD-000445,PROD-0025,4,95.46,0,2026-04-24T19:23:36.420575
ITEM-0000227,ORD-001920,PROD-0011,2,12.34,0,2026-04-24T19:23:36.420580
ITEM-0000228,ORD-000908,PROD-0017,4,209.74,0,2026-04-24T19:23:36.420586
ITEM-0000229,ORD-001367,PROD-0001,2,110.4,0,2026-04-24T19:23:36.420592
ITEM-0000230,ORD-001576,PROD-0006,3,60.51,6.18,2026-04-24T19:23:36.420597
ITEM-0000231,ORD-001641,PROD-0005,4,212.75,0,2026-04-24T19:23:36.420602
ITEM-0000232,ORD-000960,PROD-0007,2,231.01,0,2026-04-24T19:23:36.420606
ITEM-0000233,ORD-000997,PROD-0008,2,218.02,0,2026-04-24T19:23:36.420611
ITEM-0000234,ORD-001612,PROD-0011,1,12.34,0,2026-04-24T19:23:36.420616
ITEM-0000235,ORD-001885,PROD-0003,1,22.33,0,2026-04-24T19:23:36.420621
ITEM-0000236,ORD-001847,PROD-0002,3,191.67,9.01,2026-04-24T19:23:36.420628
ITEM-0000237,ORD-001962,PROD-0012,2,127.67,0,2026-04-24T19:23:36.420633
ITEM-0000238,ORD-001863,PROD-0007,3,231.01,12.58,2026-04-24T19:23:36.420638
ITEM-0000239,ORD-001441,PROD-0011,4,12.34,0,2026-04-24T19:23:36.420643
ITEM-0000240,ORD-001644,PROD-0006,3,60.51,0,2026-04-24T19:23:36.420647
ITEM-0000241,ORD-000851,PROD-0018,2,99.3,2.26,2026-04-24T19:23:36.420653
ITEM-0000242,ORD-001132,PROD-0004,4,225.69,0,2026-04-24T19:23:36.420658
ITEM-0000243,ORD-000576,PROD-0021,4,114.51,0,2026-04-24T19:23:36.420665
ITEM-0000244,ORD-000301,PROD-0023,2,247.1,24.61,2026-04-24T19:23:36.420671
ITEM-0000245,ORD-000278,PROD-0015,1,168.32,0,2026-04-24T19:23:36.420676
ITEM-0000246,ORD-000350,PROD-0013,4,204.94,0,2026-04-24T19:23:36.420680
ITEM-0000247,ORD-001676,PROD-0025,1,95.46,0,2026-04-24T19:23:36.420685
ITEM-0000248,ORD-000373,PROD-0012,4,127.67,0,2026-04-24T19:23:36.420690
ITEM-0000249,ORD-001161,PROD-0015,1,168.32,23.9,2026-04-24T19:23:36.420697
ITEM-0000250,ORD-000142,PROD-0012,3,127.67,16.98,2026-04-24T19:23:36.420703
ITEM-0000251,ORD-001388,PROD-0006,2,60.51,0,2026-04-24T19:23:36.420708
ITEM-0000252,ORD-001915,PROD-0013,2,204.94,0,2026-04-24T19:23:36.420712
ITEM-0000253,ORD-001457,PROD-0022,2,136.57,6.57,2026-04-24T19:23:36.420718
ITEM-0000254,ORD-001638,PROD-0003,3,22.33,0,2026-04-24T19:23:36.420722
ITEM-0000255,ORD-001209,PROD-0016,1,263.57,0,2026-04-24T19:23:36.420727
ITEM-0000256,ORD-000518,PROD-0014,2,118.27,0,2026-04-24T19:23:36.420731
ITEM-0000257,ORD-000049,PROD-0007,3,231.01,31.33,2026-04-24T19:23:36.420737
ITEM-0000258,ORD-000490,PROD-0016,3,263.57,2.06,2026-04-24T19:23:36.420743
ITEM-0000259,ORD-000887,PROD-0023,3,247.1,0,2026-04-24T19:23:36.420750
ITEM-0000260,ORD-001556,PROD-0011,1,12.34,0,2026-04-24T19:23:36.420755
ITEM-0000261,ORD-000682,PROD-0022,4,136.57,0,2026-04-24T19:23:36.420760
ITEM-0000262,ORD-001898,PROD-0018,1,99.3,0,2026-04-24T19:23:36.420767
ITEM-0000263,ORD-000040,PROD-0020,1,44.26,0,2026-04-24T19:23:36.420772
ITEM-0000264,ORD-000963,PROD-0010,4,169.89,0,2026-04-24T19:23:36.420776
ITEM-0000265,ORD-001377,PROD-0013,4,204.94,0,2026-04-24T19:23:36.420780
ITEM-0000266,ORD-001645,PROD-0009,4,148.27,0,2026-04-24T19:23:36.420785
ITEM-0000267,ORD-000701,PROD-0017,4,209.74,0,2026-04-24T19:23:36.420790
ITEM-0000268,ORD-001132,PROD-0005,3,212.75,0,2026-04-24T19:23:36.420795
ITEM-0000269,ORD-000171,PROD-0007,4,231.01,0,2026-04-24T19:23:36.420799
ITEM-0000270,ORD-001765,PROD-0015,1,168.32,23.06,2026-04-24T19:23:36.420805
ITEM-0000271,ORD-000264,PROD-0017,1,209.74,0,2026-04-24T19:23:36.420810
ITEM-0000272,ORD-000363,PROD-0025,1,95.46,0,2026-04-24T19:23:36.420814
ITEM-0000273,ORD-001642,PROD-0012,1,127.67,0,2026-04-24T19:23:36.420818
ITEM-0000274,ORD-000028,PROD-0008,1,218.02,0.32,2026-04-24T19:23:36.420824
ITEM-0000275,ORD-000320,PROD-0024,3,227.6,21.08,2026-04-24T19:23:36.420832
ITEM-0000276,ORD-000678,PROD-0019,4,22.94,0,2026-04-24T19:23:36.420837
ITEM-0000277,ORD-000116,PROD-0022,1,136.57,0,2026-04-24T19:23:36.420842
ITEM-0000278,ORD-001528,PROD-0023,2,247.1,0,2026-04-24T19:23:36.420846
ITEM-0000279,ORD-001949,PROD-0003,2,22.33,0,2026-04-24T19:23:36.420851
ITEM-0000280,ORD-001405,PROD-0003,1,22.33,0,2026-04-24T19:23:36.420856
ITEM-0000281,ORD-000163,PROD-0008,2,218.02,0,2026-04-24T19:23:36.420860
ITEM-0000282,ORD-000395,PROD-0013,3,204.94,0,2026-04-24T19:23:36.420865
ITEM-0000283,ORD-001015,PROD-0016,2,263.57,0,2026-04-24T19:23:36.420869
ITEM-0000284,ORD-001499,PROD-0020,2,44.26,0,2026-04-24T19:23:36.420874
ITEM-0000285,ORD-001040,PROD-0022,1,136.57,0,2026-04-24T19:23:36.420879
ITEM-0000286,ORD-000405,PROD-0001,1,110.4,0,2026-04-24T19:23:36.420883
ITEM-0000287,ORD-000388,PROD-0009,2,148.27,12.8,2026-04-24T19:23:36.420889
ITEM-0000288,ORD-000156,PROD-0023,1,247.1,0,2026-04-24T19:23:36.420895
ITEM-0000289,ORD-000467,PROD-0007,2,231.01,26.21,2026-04-24T19:23:36.420901
ITEM-0000290,ORD-001214,PROD-0006,4,60.51,0,2026-04-24T19:23:36.420906
ITEM-0000291,ORD-000585,PROD-0010,4,169.89,0,2026-04-24T19:23:36.420912
ITEM-0000292,ORD-000707,PROD-0007,4,231.01,0,2026-04-24T19:23:36.420917
ITEM-0000293,ORD-001342,PROD-0024,2,227.6,0,2026-04-24T19:23:36.420924
